name	        path
CID000439544	 1,
CID000439545	 1,
CID000439555	 1,
CID000439572	 1,
CID000439577	 3,
CID000439583	 1,
CID000439616	 11,
CID000439620	 1,
CID000439645	 2,
CID000439653	 10,
CID000439659	 1,
CID000439664	 8,
CID000439681	 1,
CID000439692	 1,
CID000439694	 1,
CID000439695	 1,
CID000439700	 8,
CID000439709	 1,
CID000439711	 9,
CID000439713	 4,
CID000439714	 4,
CID000439716	 5,
CID000439723	 1,
CID000439743	 9,
CID000439744	 5,
CID000439750	 5,
CID000439762	 1,
CID000439766	 1,5,
CID000439774	 5,
CID000439781	 1,
CID000439788	 5,
CID000439791	 10,
CID000439811	 6,
CID000439833	 8,
CID000439853	 3,
CID000439874	 1,
CID000439886	 8,
CID000439904	 5,
CID000439905	 4,5,
CID000439912	 1,
CID000439924	 8,
CID000439939	 5,
CID000439945	 1,
CID000439954	 5,10,
CID000439963	 5,
CID000439968	 5,
CID000440000	 5,
CID000440001	 1,
CID000440014	 5,
CID000440018	 1,
CID000440020	 8,
CID000440033	 5,
CID000440035	 8,
CID000440041	 5,
CID000440043	 1,
CID000440046	 5,6,
CID000440064	 1,
CID000440077	 5,
CID000440098	 1,
CID000440104	 6,
CID000440113	 5,10,
CID000440114	 3,
CID000440117	 1,
CID000440120	 5,
CID000440143	 3,
CID000440162	 5,10,
CID000440179	 5,10,
CID000440189	 4,
CID000440194	 1,10,
CID000440211	 1,
CID000440217	 8,
CID000440236	 5,
CID000440237	 5,
CID000440294	 11,
CID000440303	 1,
CID000440304	 8,
CID000440311	 5,
CID000440314	 2,
CID000440349	 5,
CID000440364	 1,
CID000440368	 3,
CID000440371	 3,
CID000440376	 1,
CID000440377	 8,
CID000440384	 3,
CID000440385	 11,
CID000440388	 1,
CID000440390	 1,
CID000440399	 11,
CID000440431	 5,
CID000440460	 3,
CID000440470	 1,
CID000440474	 8,
CID000440483	 11,
CID000440558	 3,
CID000440559	 3,
CID000440560	 3,
CID000440568	 1,
CID000440573	 3,
CID000440575	 5,
CID000440583	 10,
CID000440584	 10,
CID000440586	 10,
CID000440623	 3,
CID000440624	 3,
CID000440625	 3,
CID000440641	 1,
CID000440649	 1,
CID000440654	 1,
CID000440658	 1,
CID000440667	 1,6,
CID000440670	 3,
CID000440694	 3,
CID000440707	 3,
CID000440708	 3,
CID000440709	 3,
CID000440717	 2,5,
CID000440721	 8,
CID000440722	 10,
CID000440723	 10,
CID000440726	 5,
CID000440728	 5,
CID000440729	 5,
CID000440741	 5,
CID000440752	 5,
CID000440756	 6,
CID000440764	 6,
CID000440773	 1,
CID000440775	 8,
CID000440776	 8,
CID000440810	 8,
CID000440840	 8,
CID000440843	 8,
CID000440847	 5,
CID000440848	 5,
CID000440850	 5,
CID000440854	 5,
CID000440863	 1,
CID000440867	 1,4,
CID000440873	 5,
CID000440901	 8,
CID000440917	 9,
CID000440918	 11,
CID000440927	 10,
CID000440932	 8,10,
CID000440936	 1,
CID000440938	 1,
CID000440940	 1,
CID000440946	 1,
CID000440961	 1,
CID000440962	 1,
CID000440969	 1,
CID000440983	 11,
CID000440985	 3,
CID000440996	 1,
CID000440997	 1,5,
CID000441005	 9,
CID000441021	 5,
CID000441066	 10,
CID000441069	 10,
CID000441084	 10,
CID000441096	 9,
CID000441109	 9,
CID000441110	 9,
CID000441128	 10,
CID000441133	 10,
CID000441164	 11,
CID000441201	 1,
CID000441202	 1,
CID000441209	 8,
CID000441257	 10,
CID000441259	 10,
CID000441302	 11,
CID000441328	 10,
CID000441449	 3,
CID000441455	 6,
CID000441467	 6,
CID000441593	 10,
CID000441696	 1,
CID000442163	 8,
CID000442330	 10,
CID000442393	 9,
CID000442495	 9,
CID000443135	 11,
CID000443142	 8,
CID000443154	 11,
CID000443158	 9,
CID000443178	 9,
CID000443201	 8,
CID000443210	 9,10,
CID000443211	 9,10,
CID000443212	 3,
CID000443233	 5,
CID000443237	 3,
CID000443242	 1,
CID000443243	 1,3,
CID000443250	 2,5,
CID000443266	 1,
CID000443421	 10,
CID000443429	 8,
CID000443628	 9,
CID000443629	 10,
CID000443709	 9,
CID000443710	 9,
CID000443736	 4,
CID000443765	 9,
CID000443848	 10,
CID000443849	 5,10,
CID000443861	 10,
CID000444150	 5,10,
CID000444183	 3,
CID000444212	 1,
CID000444266	 1,5,8,
CID000444331	 8,
CID000444485	 8,
CID000444493	 1,2,3,5,6,9,10,11,
CID000444539	 5,8,10,
CID000444679	 3,
CID000444795	 8,
CID000444899	 3,
CID000444972	 1,2,5,8,11,
CID000445049	 3,
CID000445070	 7,9,
CID000445127	 1,3,5,
CID000445344	 3,10,
CID000445354	 8,
CID000445580	 3,
CID000445638	 3,
CID000445639	 3,
CID000445675	 1,7,10,
CID000445713	 3,9,10,
CID000445794	 4,
CID000445805	 9,
CID000445858	 10,
CID000445995	 8,9,
CID000446013	 8,
CID000446220	 10,
CID000446284	 3,
CID000446357	 8,
CID000446570	 10,
CID000446798	 8,
CID000446834	 10,
CID000447123	 2,
CID000447145	 4,5,
CID000447152	 1,
CID000447277	 8,9,10,
CID000447765	 1,
CID000448209	 1,
CID000448348	 2,
CID000448457	 3,
CID000448839	 8,
CID000449043	 1,
CID000449093	 9,
CID000449118	 3,
CID000449171	 8,
CID000449304	 8,
CID000449459	 11,
CID000449517	 6,
CID000449534	 1,2,5,
CID000449538	 6,7,
CID000479503	 8,
CID000493570	 8,
CID000579061	 8,
CID000597195	 8,
CID000637511	 10,
CID000637540	 5,10,
CID000637541	 5,
CID000637542	 5,8,10,
CID000637563	 10,
CID000637566	 9,
CID000637775	 10,
CID000637776	 10,
CID000638011	 9,
CID000638015	 8,
CID000638024	 10,
CID000638072	 3,9,
CID000638129	 1,
CID000638186	 11,
CID000641301	 10,
CID000643327	 5,10,
CID000643757	 1,2,
CID000643794	 11,
CID000643798	 1,5,
CID000643820	 9,
CID000643833	 11,
CID000643941	 3,
CID000643975	 8,
CID000643976	 2,8,9,10,
CID000644020	 10,
CID000644066	 1,2,3,6,9,10,
CID000644101	 1,
CID000644109	 3,7,
CID000644110	 1,
CID000644260	 3,
CID000656496	 9,
CID000656497	 10,
CID000656506	 5,10,
CID000656516	 6,
CID000656524	 10,
CID000656534	 10,
CID000656538	 10,
CID000656567	 10,
CID000667490	 11,
CID000683563	 11,
CID000688084	 5,
CID000688100	 5,
CID000688597	 9,
CID000689043	 10,
CID000736715	 5,
CID000853433	 10,
CID001549095	 10,
CID001549097	 5,6,
CID001751483	 4,
CID001794426	 10,
CID002723601	 11,
CID002724360	 10,
CID002724505	 5,10,
CID002733525	 11,
CID003001028	 3,
CID003015693	 11,
CID003031829	 11,
CID003032417	 11,
CID003032849	 5,
CID003033895	 11,
CID003034391	 11,
CID003034646	 11,
CID003035456	 1,
CID003036580	 11,
CID003036760	 11,
CID003036914	 11,
CID003036931	 5,9,10,
CID003037042	 5,
CID003037582	 1,
CID003080558	 3,
CID003080603	 3,
CID003080609	 8,
CID003080625	 1,
CID003081084	 3,
CID003081085	 3,
CID003081383	 3,5,11,
CID003081384	 11,
CID003081439	 3,
CID003081544	 10,
CID003081958	 3,
CID003081970	 1,11,
CID003082032	 1,
CID003082089	 3,
CID003082140	 8,
CID003082152	 3,
CID003082227	 3,
CID003086191	 1,
CID003246006	 1,
CID003246323	 8,
CID003295299	 10,
CID003505109	 11,
CID003731686	 11,
CID004369587	 6,
CID004660280	 11,
CID005275507	 9,
CID005275508	 9,
CID005275520	 9,
CID005280335	 3,
CID005280343	 10,
CID005280344	 2,
CID005280346	 2,8,
CID005280352	 8,
CID005280353	 8,
CID005280360	 3,
CID005280361	 1,5,11,
CID005280362	 10,
CID005280363	 3,
CID005280366	 11,
CID005280372	 10,
CID005280374	 8,
CID005280382	 8,
CID005280383	 3,
CID005280385	 10,
CID005280389	 10,
CID005280393	 5,11,
CID005280398	 5,11,
CID005280411	 3,
CID005280413	 8,9,
CID005280417	 10,
CID005280427	 3,
CID005280441	 10,
CID005280442	 10,
CID005280443	 10,
CID005280445	 10,
CID005280450	 3,
CID005280451	 8,
CID005280453	 3,
CID005280458	 3,
CID005280459	 10,
CID005280460	 10,
CID005280473	 8,
CID005280483	 8,
CID005280489	 8,9,
CID005280490	 8,
CID005280492	 3,
CID005280493	 3,
CID005280494	 5,
CID005280497	 3,
CID005280500	 11,
CID005280507	 10,
CID005280516	 8,
CID005280523	 1,5,
CID005280531	 8,
CID005280535	 10,
CID005280536	 10,
CID005280555	 10,
CID005280581	 3,
CID005280585	 8,
CID005280589	 9,
CID005280595	 1,5,11,
CID005280598	 9,
CID005280613	 3,
CID005280625	 5,11,
CID005280637	 10,
CID005280644	 3,
CID005280650	 8,9,
CID005280651	 8,9,
CID005280666	 10,
CID005280673	 5,
CID005280679	 11,
CID005280681	 10,
CID005280682	 10,
CID005280688	 11,
CID005280691	 5,
CID005280700	 7,9,
CID005280701	 3,
CID005280709	 5,
CID005280720	 3,
CID005280724	 3,
CID005280729	 3,
CID005280733	 3,
CID005280745	 3,
CID005280746	 10,
CID005280760	 8,
CID005280776	 8,
CID005280778	 3,
CID005280793	 3,
CID005280794	 3,
CID005280795	 3,
CID005280801	 5,
CID005280802	 10,
CID005280804	 10,
CID005280805	 10,
CID005280816	 8,
CID005280817	 8,
CID005280818	 8,
CID005280819	 8,
CID005280826	 8,
CID005280827	 8,
CID005280828	 8,
CID005280829	 8,
CID005280831	 8,
CID005280832	 8,
CID005280834	 8,
CID005280835	 8,
CID005280836	 8,
CID005280837	 8,
CID005280839	 8,
CID005280845	 8,
CID005280863	 10,
CID005280865	 8,
CID005280876	 3,
CID005280877	 3,
CID005280878	 3,
CID005280879	 3,
CID005280880	 3,
CID005280881	 3,
CID005280883	 3,
CID005280884	 3,
CID005280885	 3,
CID005280886	 3,
CID005280888	 3,
CID005280889	 3,
CID005280890	 3,
CID005280892	 3,
CID005280893	 3,
CID005280906	 10,
CID005280911	 11,
CID005280914	 3,
CID005280915	 3,
CID005280930	 8,
CID005280933	 3,
CID005280934	 3,
CID005280981	 11,
CID005281116	 3,
CID005281120	 3,
CID005281128	 3,
CID005281166	 3,
CID005281167	 3,
CID005281326	 3,
CID005281327	 3,
CID005281426	 10,
CID005281517	 9,
CID005281519	 9,
CID005281520	 9,
CID005281523	 9,
CID005281666	 10,
CID005281672	 10,
CID005281792	 5,
CID005281796	 5,
CID005281871	 10,
CID005281877	 8,
CID005281929	 3,
CID005281953	 10,
CID005281957	 8,
CID005281994	 9,
CID005282094	 10,
CID005282095	 10,
CID005282096	 10,
CID005282102	 10,
CID005282146	 5,
CID005282150	 10,
CID005282152	 10,
CID005282154	 10,
CID005282155	 10,
CID005282263	 3,
CID005282350	 8,
CID005282768	 3,
CID005282922	 3,
CID005283028	 3,
CID005283146	 3,
CID005283147	 3,
CID005283154	 3,
CID005283155	 3,
CID005283156	 3,
CID005283157	 3,
CID005283159	 3,
CID005283162	 3,
CID005283163	 3,
CID005283168	 3,
CID005283170	 3,
CID005283202	 3,
CID005283203	 3,
CID005283204	 3,
CID005283205	 3,
CID005283208	 3,
CID005283209	 3,
CID005283210	 3,
CID005283211	 3,
CID005283544	 8,
CID005283546	 8,
CID005283560	 3,
CID005283731	 3,
CID005283820	 3,
CID005283821	 3,
CID005283827	 3,
CID005283831	 3,
CID005283845	 3,
CID005283851	 3,
CID005283852	 3,
CID005283853	 3,
CID005283882	 3,
CID005283886	 3,
CID005283892	 3,
CID005284270	 3,
CID005284271	 3,
CID005284371	 10,11,
CID005287432	 8,
CID005287787	 4,5,
CID005288826	 10,11,
CID005289090	 8,
CID005311211	 3,
CID005312508	 3,
CID005312529	 3,
CID005312830	 3,
CID005312889	 3,
CID005316673	 10,
CID005316860	 10,
CID005323510	 8,
CID005324289	 10,
CID005326566	 8,
CID005326875	 8,
CID005360621	 11,
CID005363137	 8,
CID005363388	 3,
CID005371769	 5,10,
CID005380876	 10,
CID005408233	 10,
CID005459784	 1,
CID005459802	 5,
CID005459811	 3,9,
CID005459812	 5,
CID005459823	 10,
CID005459829	 8,
CID005459849	 1,
CID005459910	 10,
CID005459948	 9,
CID005459988	 1,
CID005460020	 8,
CID005460041	 3,
CID005460042	 10,
CID005460049	 1,
CID005460056	 1,
CID005460143	 10,
CID005460171	 1,
CID005460191	 1,
CID005460331	 2,
CID005460407	 1,
CID005460412	 3,
CID005460444	 10,
CID005460448	 1,4,
CID005460659	 9,
CID005460671	 5,
CID005461055	 9,
CID005461146	 9,
CID005462190	 5,
CID005462210	 8,9,
CID005462234	 2,8,
CID005462235	 2,
CID005462244	 1,
CID005462261	 5,
CID005462266	 4,
CID005462303	 1,5,11,
CID005462306	 10,
CID005462314	 6,
CID005462508	 11,
CID005483640	 1,
CID005484731	 11,
CID005489029	 11,
CID005496796	 6,7,
CID005497111	 3,
CID005497112	 3,
CID005497113	 3,
CID005497123	 3,
CID005497143	 1,2,3,5,11,
CID005497181	 3,
CID006324616	 9,
CID006337958	 6,
CID006365330	 9,
CID006378383	 11,
CID006400657	 10,
CID006430107	 3,
CID006436082	 8,
CID006436726	 9,
CID006437063	 8,
CID006437068	 11,
CID006438372	 9,
CID006438629	 8,
CID006439848	 3,
CID006439873	 3,
CID006440013	 5,8,10,
CID006440982	 9,
CID006441679	 3,
CID006443013	 3,
CID006443760	 5,
CID006443777	 8,
CID006444037	 10,
CID006446027	 3,
CID006447533	 9,
CID006449797	 3,9,
CID006450029	 3,
CID006451493	 3,
CID006453841	 3,
CID006476390	 9,
CID006857359	 1,
CID006857362	 1,
CID006857365	 1,
CID006971042	 1,
CID007251182	 3,
CID009543026	 1,2,6,11,
CID009543037	 1,2,3,5,11,
CID009543049	 1,
CID009543152	 5,11,
CID009543169	 5,11,
CID009543204	 11,
CID009543219	 11,
CID009543293	 11,
CID009543294	 11,
CID009543296	 11,
CID009543331	 11,
CID009543332	 11,
CID009548587	 5,
CID009548602	 5,
CID009548877	 3,
CID009548880	 3,
CID009548884	 3,
CID009548885	 3,
CID009548886	 3,
CID009549319	 9,
CID009549320	 9,
CID009549326	 5,9,
CID009549328	 9,
CID009825434	 2,8,
CID009833951	 5,
CID009838394	 10,
CID009839084	 3,
CID009855795	 9,
CID009925873	 11,
CID009944000	 11,
CID009967418	 3,
CID010003607	 9,
CID010037499	 11,
CID010077584	 11,
CID010090750	 11,
CID010091038	 11,
CID010100825	 9,
CID010130220	 1,
CID010219885	 2,
CID010220406	 8,
CID010236635	 3,
CID010261389	 8,
CID010290858	 4,
CID010357552	 9,
CID010364451	 8,
CID010403174	 11,
CID010522005	 9,
CID010583108	 10,
CID010894570	 3,
CID010895555	 9,
CID010902296	 8,
CID010918995	 1,
CID010946654	 8,
CID010953718	 9,
CID011006912	 1,6,7,
CID011020241	 1,6,
CID011052747	 9,
CID011073781	 9,
CID011094749	 11,
CID011132720	 9,
CID011241545	 9,
CID011298145	 10,
CID011426583	 1,
CID011561034	 9,
CID011706915	 1,
CID011727586	 1,
CID011756356	 11,
CID011953794	 10,
CID011953815	 10,
CID011953856	 8,
CID011953875	 8,
CID011953882	 8,
CID011953957	 8,
CID011954010	 8,
CID011954011	 8,
CID011954042	 3,
CID011954043	 3,
CID011954051	 11,
CID011954053	 11,
CID011954059	 3,
CID011954069	 11,
CID011954070	 11,
CID011954072	 11,
CID011954073	 11,
CID011954196	 3,
CID011954197	 3,
CID011966110	 3,
CID011966111	 1,2,5,9,
CID011966119	 1,
CID011966120	 10,
CID011966122	 1,
CID011966123	 1,
CID011966124	 3,
CID011966125	 1,
CID011966126	 10,
CID011966128	 5,
CID011966129	 3,5,10,
CID011966132	 3,
CID011966145	 1,2,
CID011966146	 1,3,
CID011966155	 3,
CID011966158	 3,
CID011966160	 3,
CID011966162	 3,
CID011966163	 5,
CID011966165	 3,
CID011966166	 1,2,
CID011966169	 3,
CID011966171	 1,2,6,
CID011966172	 3,
CID011966173	 3,
CID011966175	 3,
CID011966177	 3,
CID011966179	 3,
CID011966188	 5,
CID011966190	 3,
CID011966192	 1,2,
CID011966194	 3,
CID011966197	 3,
CID011966204	 3,
CID011966205	 3,
CID011966206	 1,
CID011966216	 3,
CID011966220	 5,
CID011966267	 5,
CID011966300	 11,
CID011988266	 5,
CID011988267	 5,
CID011988279	 9,
CID012011795	 5,
CID012302184	 9,
CID012308755	 1,
CID012313974	 9,
CID012463319	 8,
CID013103864	 11,
CID013344694	 8,
CID013850222	 8,
CID013935024	 9,
CID013939876	 9,
CID014017685	 9,
CID014080393	 8,
CID014178745	 5,
CID014355861	 9,
CID014427002	 1,
CID014556929	 8,9,
CID014647097	 6,
CID014777879	 10,
CID015081546	 9,
CID015241070	 10,
CID015519422	 9,
CID015558498	 11,
CID015608168	 11,
CID015719509	 8,
CID015775275	 8,
CID015940185	 10,
CID015942885	 9,
CID015942888	 3,
CID015942889	 3,
CID016048618	 1,3,
CID016061034	 3,
CID016061072	 3,
CID016061579	 8,
CID016069659	 1,
CID016667385	 9,
CID016757114	 9,10,
CID017756767	 1,
CID017756769	 1,
CID017796835	 5,
CID020802017	 5,
CID020832874	 10,
CID021122601	 2,
CID021145112	 3,
CID021350391	 11,
CID021587070	 8,
CID021596453	 10,
CID021896400	 9,
CID022266650	 10,
CID022833608	 1,
CID023615403	 1,
CID023657843	 8,
CID023724458	 1,
CID023724459	 1,9,
CID023724461	 1,
CID023724466	 1,
CID023724469	 1,
CID023724475	 1,
CID023724484	 3,
CID023724514	 8,
CID023724516	 8,
CID023724518	 9,10,
CID023724544	 5,
CID023724571	 3,
CID023724575	 3,
CID023724579	 9,
CID023724581	 9,
CID023724582	 9,
CID023724583	 9,
CID023724584	 9,
CID023724585	 9,
CID023724586	 9,
CID023724590	 9,
CID023724591	 9,
CID023724592	 9,
CID023724593	 9,
CID023724594	 9,
CID023724596	 3,
CID023724597	 3,
CID023724601	 8,
CID023724602	 8,
CID023724604	 3,
CID023724606	 1,
CID023724607	 1,
CID023724672	 8,
CID023724728	 3,
CID023724748	 9,
CID023724749	 9,
CID023724755	 9,
CID023724769	 9,
CID024755534	 1,
CID024755535	 1,
CID024755558	 3,
CID024771766	 1,
CID024771808	 5,10,
CID024798714	 11,
CID024798720	 1,
CID024836902	 8,
CID024873746	 9,
CID024883423	 3,
CID024883454	 8,
CID024883456	 10,
CID024892715	 7,
CID024892716	 8,
CID024892719	 7,
CID024892720	 1,
CID024892721	 7,
CID024892725	 7,
CID024892729	 2,
CID024892737	 10,
CID024892738	 1,
CID024892739	 7,
CID024892770	 9,
CID024892797	 6,
CID024892812	 11,
CID025001002	 9,
CID025021177	 11,
CID025137843	 1,
CID025150860	 9,
CID025164091	 3,
CID025195379	 3,
CID025201122	 10,
CID025203496	 10,
CID025203718	 9,
CID025203873	 1,
CID025244915	 9,
CID025245127	 10,
CID025245907	 9,
CID025271599	 3,
CID025755601	 3,
CID044140569	 8,
CID044229075	 1,
CID044229078	 10,
CID044229222	 5,
CID044237185	 8,
CID044237218	 10,
CID044237280	 9,
CID044263831	 3,
CID045266867	 2,8,
CID045281255	 1,
CID045479615	 4,
CID045480622	 2,
CID046173085	 4,
CID046173135	 4,
CID046173191	 10,
CID046173244	 4,
CID046173703	 1,
CID046173705	 8,
CID046173710	 1,
CID046173741	 3,
CID046173745	 8,
CID046173785	 8,
CID046173788	 9,
CID046173796	 9,
CID046173804	 8,
CID046173877	 10,
CID046173938	 8,
CID046173940	 8,
CID046173948	 10,
CID046173984	 9,
CID046173985	 9,
CID046174034	 8,
CID046174047	 1,
CID046174065	 5,
CID046224536	 3,
CID046224539	 3,
CID046224544	 3,
CID046906047	 8,
CID046926111	 5,
CID046926144	 10,
CID046926226	 5,
CID046942369	 8,
CID049787000	 6,
CID049787007	 10,
CID049852422	 1,
CID049859611	 8,
CID049859699	 2,
CID050986116	 3,
CID051055215	 5,
CID053297335	 2,
CID053297338	 3,6,
CID053297366	 3,
CID053297369	 8,
CID053297413	 6,
CID053297444	 11,
CID053356704	 8,
CID054588960	 1,
CID054675756	 1,11,
CID054675768	 10,
CID054678503	 1,
CID054691343	 10,
CID054691348	 10,
CID054693777	 8,
CID054706138	 10,
CID054723871	 8,
CID054731235	 11,
CID056927715	 9,
CID056927728	 9,
CID056927739	 1,
CID056927810	 9,
CID056927904	 3,
CID056927909	 3,
CID056927910	 3,
CID056927911	 3,
CID056927946	 9,
CID056928001	 3,
CID056928006	 3,
CID056928012	 3,
CID056928013	 3,
CID056928014	 3,
CID056928068	 6,
CID056928117	 9,
CID056928122	 9,
CID056928123	 9,
CID056928129	 9,
CID057339263	 8,
CID070678705	 3,
CID070698354	 3,
CID071448889	 3,
CID071448890	 8,
CID071448891	 8,
CID071448892	 5,
CID071448894	 3,
CID071448895	 1,2,
CID071448900	 9,
CID071448903	 5,
CID071448924	 3,
CID071448968	 2,
CID071448969	 1,
ENSP00000002165	 7,
ENSP00000002596	 7,
ENSP00000010404	 6,11,
ENSP00000013034	 4,11,
ENSP00000013222	 5,6,
ENSP00000017003	 7,
ENSP00000029410	 7,
ENSP00000035307	 7,
ENSP00000040663	 5,
ENSP00000074304	 1,
ENSP00000156626	 7,
ENSP00000164139	 1,
ENSP00000166534	 5,
ENSP00000168216	 1,2,3,5,9,11,
ENSP00000168977	 8,
ENSP00000169298	 7,
ENSP00000175506	 5,
ENSP00000178638	 2,
ENSP00000179259	 1,
ENSP00000180173	 1,
ENSP00000182377	 3,
ENSP00000196061	 5,
ENSP00000196371	 1,3,5,
ENSP00000198801	 3,
ENSP00000199936	 3,
ENSP00000201586	 3,
ENSP00000205402	 1,5,
ENSP00000207870	 1,
ENSP00000209668	 1,3,5,8,11,
ENSP00000209929	 11,
ENSP00000210444	 1,
ENSP00000211122	 6,11,
ENSP00000215567	 3,
ENSP00000215780	 6,11,
ENSP00000215862	 4,
ENSP00000215885	 3,
ENSP00000215904	 2,5,8,
ENSP00000216075	 1,
ENSP00000216117	 8,
ENSP00000216180	 3,
ENSP00000216254	 1,2,
ENSP00000216259	 1,
ENSP00000216264	 3,
ENSP00000216271	 5,
ENSP00000216392	 1,
ENSP00000216410	 1,
ENSP00000216452	 7,
ENSP00000216484	 3,
ENSP00000216780	 1,
ENSP00000216862	 3,
ENSP00000216962	 1,
ENSP00000217426	 5,
ENSP00000217455	 1,3,
ENSP00000218006	 4,
ENSP00000218516	 1,3,7,
ENSP00000218758	 8,
ENSP00000219054	 1,11,
ENSP00000219240	 4,
ENSP00000219302	 4,11,
ENSP00000219334	 3,
ENSP00000219479	 4,11,
ENSP00000219700	 8,
ENSP00000219789	 1,3,
ENSP00000220244	 7,
ENSP00000220562	 7,
ENSP00000220584	 3,9,
ENSP00000221130	 6,
ENSP00000221307	 3,5,8,10,11,
ENSP00000221403	 1,11,
ENSP00000221476	 5,
ENSP00000221700	 3,5,8,10,11,
ENSP00000221730	 3,11,
ENSP00000222002	 11,
ENSP00000222214	 3,5,11,
ENSP00000222286	 1,2,
ENSP00000222381	 11,
ENSP00000222382	 3,5,8,10,11,
ENSP00000222553	 8,
ENSP00000222572	 11,
ENSP00000222673	 1,5,
ENSP00000222725	 7,
ENSP00000222982	 3,5,8,10,11,
ENSP00000223026	 7,
ENSP00000223114	 3,
ENSP00000223122	 7,
ENSP00000223127	 5,7,
ENSP00000223366	 1,10,
ENSP00000225276	 7,
ENSP00000225371	 10,
ENSP00000225573	 8,
ENSP00000225609	 7,
ENSP00000225614	 1,
ENSP00000225740	 1,5,6,11,
ENSP00000226253	 1,2,
ENSP00000226279	 8,
ENSP00000226299	 5,6,
ENSP00000226444	 3,
ENSP00000226840	 5,
ENSP00000227495	 7,
ENSP00000227756	 7,
ENSP00000228027	 3,8,
ENSP00000228476	 5,6,10,
ENSP00000228510	 9,
ENSP00000228606	 3,
ENSP00000228740	 3,
ENSP00000229266	 3,6,
ENSP00000229277	 1,2,
ENSP00000229319	 1,5,
ENSP00000229329	 1,
ENSP00000230036	 7,
ENSP00000230053	 7,
ENSP00000230792	 8,
ENSP00000231420	 5,
ENSP00000231887	 1,2,3,5,6,9,11,
ENSP00000232375	 1,
ENSP00000232607	 4,11,
ENSP00000232892	 3,
ENSP00000233627	 2,
ENSP00000233710	 3,
ENSP00000233714	 6,11,
ENSP00000233838	 8,
ENSP00000233840	 3,7,
ENSP00000234111	 5,6,
ENSP00000234454	 8,
ENSP00000234590	 1,2,
ENSP00000235628	 4,8,
ENSP00000236959	 4,8,
ENSP00000238618	 1,11,
ENSP00000238651	 3,
ENSP00000239231	 8,
ENSP00000239891	 7,
ENSP00000241052	 1,5,
ENSP00000241337	 6,11,
ENSP00000242375	 3,
ENSP00000242592	 1,3,5,6,
ENSP00000243052	 4,
ENSP00000243501	 3,
ENSP00000243776	 7,
ENSP00000244007	 1,
ENSP00000244043	 3,
ENSP00000244217	 1,2,5,
ENSP00000245206	 2,5,10,
ENSP00000245222	 3,
ENSP00000246166	 9,
ENSP00000246337	 8,
ENSP00000247194	 5,
ENSP00000247933	 7,
ENSP00000248041	 3,5,8,10,11,
ENSP00000248923	 3,6,
ENSP00000249005	 7,
ENSP00000249042	 2,
ENSP00000249750	 8,
ENSP00000250018	 5,8,
ENSP00000250535	 5,6,
ENSP00000250615	 5,
ENSP00000250974	 3,
ENSP00000251363	 3,
ENSP00000251473	 3,
ENSP00000251535	 3,
ENSP00000251566	 1,3,8,11,
ENSP00000251810	 4,6,11,
ENSP00000252029	 4,11,
ENSP00000252318	 7,
ENSP00000252505	 4,
ENSP00000252599	 5,7,
ENSP00000252675	 7,
ENSP00000252804	 10,
ENSP00000252945	 3,5,8,10,11,
ENSP00000253004	 5,
ENSP00000253063	 6,
ENSP00000253778	 1,5,
ENSP00000253792	 1,2,
ENSP00000253799	 5,6,10,
ENSP00000253801	 1,
ENSP00000254035	 5,
ENSP00000254090	 11,
ENSP00000254190	 7,
ENSP00000254235	 4,
ENSP00000254521	 3,
ENSP00000254663	 6,
ENSP00000254759	 8,
ENSP00000254854	 4,
ENSP00000254908	 8,
ENSP00000255084	 1,3,5,6,9,11,
ENSP00000255189	 5,
ENSP00000255192	 5,
ENSP00000255266	 4,
ENSP00000255389	 3,
ENSP00000255688	 3,
ENSP00000256593	 6,11,
ENSP00000256594	 6,11,
ENSP00000256720	 3,
ENSP00000256722	 4,11,
ENSP00000256997	 8,
ENSP00000256999	 5,
ENSP00000257549	 5,
ENSP00000257694	 3,
ENSP00000257770	 4,8,
ENSP00000258052	 3,
ENSP00000258168	 8,
ENSP00000258415	 3,
ENSP00000258662	 1,4,8,
ENSP00000258711	 7,
ENSP00000258873	 3,
ENSP00000258874	 8,
ENSP00000258884	 3,
ENSP00000259056	 7,
ENSP00000259271	 1,5,6,
ENSP00000259407	 3,6,
ENSP00000259486	 3,
ENSP00000259727	 4,
ENSP00000260386	 1,
ENSP00000260402	 1,
ENSP00000260508	 5,6,
ENSP00000260585	 3,6,
ENSP00000260600	 4,
ENSP00000260682	 3,5,8,9,10,11,
ENSP00000260985	 1,2,6,
ENSP00000261170	 4,
ENSP00000261195	 1,
ENSP00000261208	 5,
ENSP00000261292	 3,
ENSP00000261296	 9,10,
ENSP00000261304	 3,
ENSP00000261326	 8,
ENSP00000261374	 7,
ENSP00000261381	 7,
ENSP00000261407	 3,
ENSP00000261416	 1,7,
ENSP00000261483	 7,
ENSP00000261507	 3,
ENSP00000261534	 7,
ENSP00000261596	 3,
ENSP00000261643	 8,
ENSP00000261733	 1,3,5,6,9,11,
ENSP00000261755	 5,11,
ENSP00000261783	 5,
ENSP00000261875	 3,
ENSP00000262027	 6,
ENSP00000262030	 2,
ENSP00000262033	 3,
ENSP00000262039	 1,
ENSP00000262134	 3,
ENSP00000262290	 10,
ENSP00000262340	 8,
ENSP00000262374	 7,
ENSP00000262430	 1,6,
ENSP00000262554	 3,
